Time [s],Current [A],Terminal voltage [V],Cycle,Step
0.0,2.5,4.160927753511467,0.0,0.0
1.0,2.5,4.157601075676489,0.0,0.0
2.0,2.5,4.154490994259158,0.0,0.0
3.0,2.5,4.151579735777284,0.0,0.0
4.0,2.5,4.148849144222897,0.0,0.0
5.0,2.5,4.146282844054771,0.0,0.0
6.0,2.5,4.143866411877354,0.0,0.0
7.0,2.5,4.14158685882251,0.0,0.0
8.0,2.5,4.139432527584678,0.0,0.0
9.0,2.5,4.1373935777586475,0.0,0.0
10.0,2.5,4.135460207732003,0.0,0.0
11.0,2.5,4.133623207865335,0.0,0.0
12.0,2.5,4.131876288053798,0.0,0.0
13.0,2.5,4.130210715881797,0.0,0.0
14.0,2.5,4.128621343373044,0.0,0.0
15.0,2.5,4.127102372425127,0.0,0.0
16.0,2.5,4.1256486435085735,0.0,0.0
17.0,2.5,4.124255949522701,0.0,0.0
18.0,2.5,4.122920513753348,0.0,0.0
19.0,2.5,4.121637691133036,0.0,0.0
20.0,2.5,4.1204045357969346,0.0,0.0
21.0,2.5,4.11921859787859,0.0,0.0
22.0,2.5,4.118077799023512,0.0,0.0
23.0,2.5,4.116977284631903,0.0,0.0
24.0,2.5,4.115915940608523,0.0,0.0
25.0,2.5,4.1148922144992515,0.0,0.0
26.0,2.5,4.113904682884345,0.0,0.0
27.0,2.5,4.112949360973445,0.0,0.0
28.0,2.5,4.1120256982856205,0.0,0.0
29.0,2.5,4.1111323466687715,0.0,0.0
30.0,2.5,4.11026804945668,0.0,0.0
31.0,2.5,4.109430366615028,0.0,0.0
32.0,2.5,4.10861857427313,0.0,0.0
33.0,2.5,4.1078315059979635,0.0,0.0
34.0,2.5,4.107068078631514,0.0,0.0
35.0,2.5,4.106326974076594,0.0,0.0
36.0,2.5,4.105607359218209,0.0,0.0
37.0,2.5,4.104908336227618,0.0,0.0
38.0,2.5,4.1042290586599,0.0,0.0
39.0,2.5,4.1035685421348544,0.0,0.0
40.0,2.5,4.1029261716599965,0.0,0.0
41.0,2.5,4.10230128451634,0.0,0.0
42.0,2.5,4.101693276866006,0.0,0.0
43.0,2.5,4.101101600597589,0.0,0.0
44.0,2.5,4.100525726267815,0.0,0.0
45.0,2.5,4.099964502197802,0.0,0.0
46.0,2.5,4.099417847146635,0.0,0.0
47.0,2.5,4.098885319974872,0.0,0.0
48.0,2.5,4.098366517541476,0.0,0.0
49.0,2.5,4.097861072571672,0.0,0.0
50.0,2.5,4.097368645549943,0.0,0.0
51.0,2.5,4.09688808870161,0.0,0.0
52.0,2.5,4.0964195142422435,0.0,0.0
53.0,2.5,4.095962581548417,0.0,0.0
54.0,2.5,4.095516971816701,0.0,0.0
55.0,2.5,4.095082386937095,0.0,0.0
56.0,2.5,4.094658548400727,0.0,0.0
57.0,2.5,4.09424471783567,0.0,0.0
58.0,2.5,4.093840843122007,0.0,0.0
59.0,2.5,4.093446656829645,0.0,0.0
60.0,2.5,4.093061889347226,0.0,0.0
61.0,2.5,4.092686283528498,0.0,0.0
62.0,2.5,4.092319594146908,0.0,0.0
63.0,2.5,4.091961442559183,0.0,0.0
64.0,2.5,4.091611652591053,0.0,0.0
65.0,2.5,4.091270004239898,0.0,0.0
66.0,2.5,4.090936275768548,0.0,0.0
67.0,2.5,4.090610254161096,0.0,0.0
68.0,2.5,4.090291734778852,0.0,0.0
69.0,2.5,4.089980493354697,0.0,0.0
70.0,2.5,4.089676347645338,0.0,0.0
71.0,2.5,4.089379115842617,0.0,0.0
72.0,2.5,4.089088619679142,0.0,0.0
73.0,2.5,4.088804687536027,0.0,0.0
74.0,2.5,4.088527154174912,0.0,0.0
75.0,2.5,4.088255804667979,0.0,0.0
76.0,2.5,4.087990501979117,0.0,0.0
77.0,2.5,4.087731105819368,0.0,0.0
78.0,2.5,4.087477471187321,0.0,0.0
79.0,2.5,4.08722945847457,0.0,0.0
80.0,2.5,4.086986933232946,0.0,0.0
81.0,2.5,4.086749765949343,0.0,0.0
82.0,2.5,4.0865178318285365,0.0,0.0
83.0,2.5,4.086291010583731,0.0,0.0
84.0,2.5,4.0860691862348055,0.0,0.0
85.0,2.5,4.085852132426833,0.0,0.0
86.0,2.5,4.085639716421859,0.0,0.0
87.0,2.5,4.085431899989458,0.0,0.0
88.0,2.5,4.085228574804643,0.0,0.0
89.0,2.5,4.0850296359704155,0.0,0.0
90.0,2.5,4.084834981878631,0.0,0.0
91.0,2.5,4.084644514076079,0.0,0.0
92.0,2.5,4.0844581371360364,0.0,0.0
93.0,2.5,4.084275758534926,0.0,0.0
94.0,2.5,4.084097288534272,0.0,0.0
95.0,2.5,4.083922580111833,0.0,0.0
96.0,2.5,4.083751443484631,0.0,0.0
97.0,2.5,4.083583895147556,0.0,0.0
98.0,2.5,4.083419848098537,0.0,0.0
99.0,2.5,4.083259217539309,0.0,0.0
100.0,2.5,4.083101920805127,0.0,0.0
101.0,2.5,4.082947877296784,0.0,0.0
102.0,2.5,4.08279700841526,0.0,0.0
103.0,2.5,4.0826492374987975,0.0,0.0
104.0,2.5,4.082504489762482,0.0,0.0
105.0,2.5,4.0823626853081025,0.0,0.0
106.0,2.5,4.082223665259328,0.0,0.0
107.0,2.5,4.082087423199833,0.0,0.0
108.0,2.5,4.0819538876851205,0.0,0.0
109.0,2.5,4.081822988827989,0.0,0.0
110.0,2.5,4.081694658258913,0.0,0.0
111.0,2.5,4.081568829087869,0.0,0.0
112.0,2.5,4.081445435866936,0.0,0.0
113.0,2.5,4.081324414554147,0.0,0.0
114.0,2.5,4.0812057024784885,0.0,0.0
115.0,2.5,4.081089238305971,0.0,0.0
116.0,2.5,4.08097494232456,0.0,0.0
117.0,2.5,4.080862764679917,0.0,0.0
118.0,2.5,4.080752650215037,0.0,0.0
119.0,2.5,4.080644541698893,0.0,0.0
120.0,2.5,4.080538383064326,0.0,0.0
121.0,2.5,4.080434119381322,0.0,0.0
122.0,2.5,4.080331696830786,0.0,0.0
123.0,2.5,4.080231062679405,0.0,0.0
124.0,2.5,4.080132165254847,0.0,0.0
125.0,2.5,4.0800349539220875,0.0,0.0
126.0,2.5,4.079939376720904,0.0,0.0
127.0,2.5,4.0798453847155685,0.0,0.0
128.0,2.5,4.079752931441735,0.0,0.0
129.0,2.5,4.079661970018632,0.0,0.0
130.0,2.5,4.079572454489028,0.0,0.0
131.0,2.5,4.0794843397994525,0.0,0.0
132.0,2.5,4.079397581781398,0.0,0.0
133.0,2.5,4.079312137132995,0.0,0.0
134.0,2.5,4.079227963401337,0.0,0.0
135.0,2.5,4.079145018965368,0.0,0.0
136.0,2.5,4.0790632581457285,0.0,0.0
137.0,2.5,4.078982634181892,0.0,0.0
138.0,2.5,4.07890311548313,0.0,0.0
139.0,2.5,4.078824663331393,0.0,0.0
140.0,2.5,4.078747239768525,0.0,0.0
141.0,2.5,4.078670807581731,0.0,0.0
142.0,2.5,4.078595330289514,0.0,0.0
143.0,2.5,4.078520772128148,0.0,0.0
144.0,2.5,4.078447098038876,0.0,0.0
145.0,2.5,4.078374273655544,0.0,0.0
146.0,2.5,4.078302265292856,0.0,0.0
147.0,2.5,4.078231039935201,0.0,0.0
148.0,2.5,4.078160565225972,0.0,0.0
149.0,2.5,4.078090809457463,0.0,0.0
150.0,2.5,4.0780217415612645,0.0,0.0
151.0,2.5,4.077953331099245,0.0,0.0
152.0,2.5,4.077885548254853,0.0,0.0
153.0,2.5,4.0778183457825286,0.0,0.0
154.0,2.5,4.077751683756053,0.0,0.0
155.0,2.5,4.077685554179354,0.0,0.0
156.0,2.5,4.077619928841112,0.0,0.0
157.0,2.5,4.077554780081825,0.0,0.0
158.0,2.5,4.077490080785911,0.0,0.0
159.0,2.5,4.07742580437427,0.0,0.0
160.0,2.5,4.077361924797133,0.0,0.0
161.0,2.5,4.077298416527288,0.0,0.0
162.0,2.5,4.077235254553625,0.0,0.0
163.0,2.5,4.077172414375023,0.0,0.0
164.0,2.5,4.077109871994523,0.0,0.0
165.0,2.5,4.077047603913931,0.0,0.0
166.0,2.5,4.076985587128584,0.0,0.0
167.0,2.5,4.0769237991225085,0.0,0.0
168.0,2.5,4.0768622178638925,0.0,0.0
169.0,2.5,4.076800821800829,0.0,0.0
170.0,2.5,4.076739567832886,0.0,0.0
171.0,2.5,4.076678430698656,0.0,0.0
172.0,2.5,4.076617407022613,0.0,0.0
173.0,2.5,4.076556476171565,0.0,0.0
174.0,2.5,4.076495617921502,0.0,0.0
175.0,2.5,4.076434812452586,0.0,0.0
176.0,2.5,4.076374040344133,0.0,0.0
177.0,2.5,4.076313282569893,0.0,0.0
178.0,2.5,4.076252520493434,0.0,0.0
179.0,2.5,4.0761917358636595,0.0,0.0
180.0,2.5,4.076130910810625,0.0,0.0
181.0,2.5,4.076070027841338,0.0,0.0
182.0,2.5,4.076009069835855,0.0,0.0
183.0,2.5,4.075948020043392,0.0,0.0
184.0,2.5,4.075886862078759,0.0,0.0
185.0,2.5,4.075825579918716,0.0,0.0
186.0,2.5,4.075764157898728,0.0,0.0
187.0,2.5,4.075702566041725,0.0,0.0
188.0,2.5,4.075640790574839,0.0,0.0
189.0,2.5,4.075578824437293,0.0,0.0
190.0,2.5,4.075516652749117,0.0,0.0
191.0,2.5,4.07545426093731,0.0,0.0
192.0,2.5,4.075391634731802,0.0,0.0
193.0,2.5,4.075328760161517,0.0,0.0
194.0,2.5,4.075265623550525,0.0,0.0
195.0,2.5,4.0752022115142985,0.0,0.0
196.0,2.5,4.075138510956072,0.0,0.0
197.0,2.5,4.075074509063162,0.0,0.0
198.0,2.5,4.075010193303642,0.0,0.0
199.0,2.5,4.074945551422783,0.0,0.0
200.0,2.5,4.074880571439843,0.0,0.0
201.0,2.5,4.0748152416447745,0.0,0.0
202.0,2.5,4.074749550595088,0.0,0.0
203.0,2.5,4.074683487112824,0.0,0.0
204.0,2.5,4.074617034797386,0.0,0.0
205.0,2.5,4.074550184650403,0.0,0.0
206.0,2.5,4.074482928099226,0.0,0.0
207.0,2.5,4.074415254780117,0.0,0.0
208.0,2.5,4.074347154566803,0.0,0.0
209.0,2.5,4.074278617567291,0.0,0.0
210.0,2.5,4.074209634120945,0.0,0.0
211.0,2.5,4.074140194795576,0.0,0.0
212.0,2.5,4.074070290384515,0.0,0.0
213.0,2.5,4.073999911903955,0.0,0.0
214.0,2.5,4.0739290505900705,0.0,0.0
215.0,2.5,4.073857697896411,0.0,0.0
216.0,2.5,4.073785845491324,0.0,0.0
217.0,2.5,4.073713485255321,0.0,0.0
218.0,2.5,4.0736406092786925,0.0,0.0
219.0,2.5,4.073567209858991,0.0,0.0
220.0,2.5,4.073493279498674,0.0,0.0
221.0,2.5,4.073418808567246,0.0,0.0
222.0,2.5,4.07334379108645,0.0,0.0
223.0,2.5,4.073268220616229,0.0,0.0
224.0,2.5,4.07319209037358,0.0,0.0
225.0,2.5,4.073115393764511,0.0,0.0
226.0,2.5,4.073038124381744,0.0,0.0
227.0,2.5,4.072960276002726,0.0,0.0
228.0,2.5,4.072881842587348,0.0,0.0
229.0,2.5,4.072802818276068,0.0,0.0
230.0,2.5,4.072723197387714,0.0,0.0
231.0,2.5,4.0726429744177235,0.0,0.0
232.0,2.5,4.072562144036067,0.0,0.0
233.0,2.5,4.072480701085468,0.0,0.0
234.0,2.5,4.072398640579519,0.0,0.0
235.0,2.5,4.072315957700959,0.0,0.0
236.0,2.5,4.072232647799895,0.0,0.0
237.0,2.5,4.072148706392074,0.0,0.0
238.0,2.5,4.072064120134619,0.0,0.0
239.0,2.5,4.071978890849423,0.0,0.0
240.0,2.5,4.0718930154476585,0.0,0.0
241.0,2.5,4.071806489930813,0.0,0.0
242.0,2.5,4.07171931045325,0.0,0.0
243.0,2.5,4.071631473320771,0.0,0.0
244.0,2.5,4.071542974989084,0.0,0.0
245.0,2.5,4.071453812062383,0.0,0.0
246.0,2.5,4.071363981291887,0.0,0.0
247.0,2.5,4.0712734795745265,0.0,0.0
248.0,2.5,4.0711823039515815,0.0,0.0
249.0,2.5,4.071090451607358,0.0,0.0
250.0,2.5,4.070997919867907,0.0,0.0
251.0,2.5,4.070904706199816,0.0,0.0
252.0,2.5,4.070810808208975,0.0,0.0
253.0,2.5,4.070716223639418,0.0,0.0
254.0,2.5,4.070620950372149,0.0,0.0
255.0,2.5,4.070524986424056,0.0,0.0
256.0,2.5,4.07042832994678,0.0,0.0
257.0,2.5,4.070330979225705,0.0,0.0
258.0,2.5,4.070232932678884,0.0,0.0
259.0,2.5,4.070134188856022,0.0,0.0
260.0,2.5,4.070034746437567,0.0,0.0
261.0,2.5,4.069934604233671,0.0,0.0
262.0,2.5,4.069833761183301,0.0,0.0
263.0,2.5,4.069732216353356,0.0,0.0
264.0,2.5,4.069629962608646,0.0,0.0
265.0,2.5,4.069526974796968,0.0,0.0
266.0,2.5,4.069423277465929,0.0,0.0
267.0,2.5,4.06931886975559,0.0,0.0
268.0,2.5,4.0692137509128425,0.0,0.0
269.0,2.5,4.069107920290343,0.0,0.0
270.0,2.5,4.069001377345511,0.0,0.0
271.0,2.5,4.0688941216394525,0.0,0.0
272.0,2.5,4.068786152836081,0.0,0.0
273.0,2.5,4.068677470701036,0.0,0.0
274.0,2.5,4.068568075100781,0.0,0.0
275.0,2.5,4.068457966001725,0.0,0.0
276.0,2.5,4.068347143469275,0.0,0.0
277.0,2.5,4.068235607666899,0.0,0.0
278.0,2.5,4.0681233588553765,0.0,0.0
279.0,2.5,4.068010397391818,0.0,0.0
280.0,2.5,4.067896723728946,0.0,0.0
281.0,2.5,4.067782338414229,0.0,0.0
282.0,2.5,4.067667242089039,0.0,0.0
283.0,2.5,4.067551435487968,0.0,0.0
284.0,2.5,4.0674349194379875,0.0,0.0
285.0,2.5,4.067317694857721,0.0,0.0
286.0,2.5,4.067199762756734,0.0,0.0
287.0,2.5,4.067081124234777,0.0,0.0
288.0,2.5,4.066961780481108,0.0,0.0
289.0,2.5,4.066841732773772,0.0,0.0
290.0,2.5,4.066720982478961,0.0,0.0
291.0,2.5,4.0665995265560175,0.0,0.0
292.0,2.5,4.066477362635106,0.0,0.0
293.0,2.5,4.066354495157822,0.0,0.0
294.0,2.5,4.066230925036236,0.0,0.0
295.0,2.5,4.066106653219106,0.0,0.0
296.0,2.5,4.065981680690279,0.0,0.0
297.0,2.5,4.065856008467152,0.0,0.0
298.0,2.5,4.065729637599162,0.0,0.0
299.0,2.5,4.065602569166355,0.0,0.0
300.0,2.5,4.065474804277807,0.0,0.0
300.000000001,0.0,4.083337104220067,0.0,1.0
301.0,0.0,4.08411857143703,0.0,1.0
302.0,0.0,4.084823935791453,0.0,1.0
303.0,0.0,4.085462722054559,0.0,1.0
304.0,0.0,4.086043182007179,0.0,1.0
305.0,0.0,4.0865724051017125,0.0,1.0
306.0,0.0,4.087056427997617,0.0,1.0
307.0,0.0,4.087500374077019,0.0,1.0
308.0,0.0,4.08790902639921,0.0,1.0
309.0,0.0,4.088286058882586,0.0,1.0
310.0,0.0,4.088635268080958,0.0,1.0
311.0,0.0,4.088959341219949,0.0,1.0
312.0,0.0,4.089261112677142,0.0,1.0
313.0,0.0,4.089542668887757,0.0,1.0
314.0,0.0,4.089806112806356,0.0,1.0
315.0,0.0,4.090053122784463,0.0,1.0
316.0,0.0,4.090285221354024,0.0,1.0
317.0,0.0,4.090503745704817,0.0,1.0
318.0,0.0,4.090710046396893,0.0,1.0
319.0,0.0,4.090905114792385,0.0,1.0
320.0,0.0,4.091089906030976,0.0,1.0
321.0,0.0,4.091265371880813,0.0,1.0
322.0,0.0,4.0914322422960385,0.0,1.0
323.0,0.0,4.091591184363877,0.0,1.0
324.0,0.0,4.0917428222357195,0.0,1.0
325.0,0.0,4.091887766010014,0.0,1.0
326.0,0.0,4.092026518729413,0.0,1.0
327.0,0.0,4.0921594814565765,0.0,1.0
328.0,0.0,4.092287017515516,0.0,1.0
329.0,0.0,4.09240944878535,0.0,1.0
330.0,0.0,4.092527417454655,0.0,1.0
331.0,0.0,4.092641028661417,0.0,1.0
332.0,0.0,4.092750526981569,0.0,1.0
333.0,0.0,4.092856120722325,0.0,1.0
334.0,0.0,4.092958108470949,0.0,1.0
335.0,0.0,4.093056869083674,0.0,1.0
336.0,0.0,4.093152462953598,0.0,1.0
337.0,0.0,4.09324505576939,0.0,1.0
338.0,0.0,4.093334793123759,0.0,1.0
339.0,0.0,4.093421944422245,0.0,1.0
340.0,0.0,4.093506649887989,0.0,1.0
341.0,0.0,4.093589011210733,0.0,1.0
342.0,0.0,4.093669150941425,0.0,1.0
343.0,0.0,4.093747185325492,0.0,1.0
344.0,0.0,4.093823278769266,0.0,1.0
345.0,0.0,4.093897505111239,0.0,1.0
346.0,0.0,4.09396995992965,0.0,1.0
347.0,0.0,4.094040730949751,0.0,1.0
348.0,0.0,4.09410990799957,0.0,1.0
349.0,0.0,4.094177578696497,0.0,1.0
350.0,0.0,4.094243806711216,0.0,1.0
351.0,0.0,4.094308657608522,0.0,1.0
352.0,0.0,4.094372191189041,0.0,1.0
353.0,0.0,4.094434507708313,0.0,1.0
354.0,0.0,4.094495651938244,0.0,1.0
355.0,0.0,4.094555664953677,0.0,1.0
356.0,0.0,4.094614591157936,0.0,1.0
357.0,0.0,4.094672469999011,0.0,1.0
358.0,0.0,4.094729336096383,0.0,1.0
359.0,0.0,4.0947852193522305,0.0,1.0
360.0,0.0,4.094840145048124,0.0,1.0
361.0,0.0,4.094894277223266,0.0,1.0
362.0,0.0,4.0949475944493345,0.0,1.0
363.0,0.0,4.0950000983298045,0.0,1.0
364.0,0.0,4.095051812803234,0.0,1.0
365.0,0.0,4.095102758594911,0.0,1.0
366.0,0.0,4.0951529532665045,0.0,1.0
367.0,0.0,4.095202411257952,0.0,1.0
368.0,0.0,4.095251143922228,0.0,1.0
369.0,0.0,4.095299315797117,0.0,1.0
370.0,0.0,4.09534688558349,0.0,1.0
371.0,0.0,4.0953938468241775,0.0,1.0
372.0,0.0,4.095440216551898,0.0,1.0
373.0,0.0,4.095486010140206,0.0,1.0
374.0,0.0,4.095531241327584,0.0,1.0
375.0,0.0,4.095575922238512,0.0,1.0
376.0,0.0,4.095620063401408,0.0,1.0
377.0,0.0,4.095663760543893,0.0,1.0
378.0,0.0,4.095706993028133,0.0,1.0
379.0,0.0,4.095749763336209,0.0,1.0
380.0,0.0,4.095792085594328,0.0,1.0
381.0,0.0,4.095833973140304,0.0,1.0
382.0,0.0,4.095875438539559,0.0,1.0
383.0,0.0,4.09591649359953,0.0,1.0
384.0,0.0,4.0959571493826985,0.0,1.0
385.0,0.0,4.095997438202164,0.0,1.0
386.0,0.0,4.096037362024716,0.0,1.0
387.0,0.0,4.0960769292507475,0.0,1.0
388.0,0.0,4.096116150545187,0.0,1.0
389.0,0.0,4.096155036066913,0.0,1.0
390.0,0.0,4.096193595477757,0.0,1.0
391.0,0.0,4.096231837950833,0.0,1.0
392.0,0.0,4.096269772177853,0.0,1.0
393.0,0.0,4.096307408860641,0.0,1.0
394.0,0.0,4.096344754822972,0.0,1.0
395.0,0.0,4.096381817330585,0.0,1.0
396.0,0.0,4.096418603484685,0.0,1.0
397.0,0.0,4.096455119952227,0.0,1.0
398.0,0.0,4.096491372969539,0.0,1.0
399.0,0.0,4.096527368345044,0.0,1.0
400.0,0.0,4.096563111461736,0.0,1.0
401.0,0.0,4.096598627108964,0.0,1.0
402.0,0.0,4.09663391003031,0.0,1.0
403.0,0.0,4.096668963385099,0.0,1.0
404.0,0.0,4.096703791876213,0.0,1.0
405.0,0.0,4.096738399802303,0.0,1.0
406.0,0.0,4.096772791057752,0.0,1.0
407.0,0.0,4.096806969132171,0.0,1.0
408.0,0.0,4.096840937109579,0.0,1.0
409.0,0.0,4.0968746976672685,0.0,1.0
410.0,0.0,4.096908253074219,0.0,1.0
411.0,0.0,4.096941605189362,0.0,1.0
412.0,0.0,4.096974755459436,0.0,1.0
413.0,0.0,4.097007704916578,0.0,1.0
414.0,0.0,4.097040480435536,0.0,1.0
415.0,0.0,4.097073076123438,0.0,1.0
416.0,0.0,4.097105491844794,0.0,1.0
417.0,0.0,4.097137731121214,0.0,1.0
418.0,0.0,4.09716979741555,0.0,1.0
419.0,0.0,4.0972016941341565,0.0,1.0
420.0,0.0,4.097233424628999,0.0,1.0
420.000000001,-2.5,4.115314153407617,0.0,2.0
421.0,-2.5,4.11580126816336,0.0,2.0
422.0,-2.5,4.116287981535286,0.0,2.0
423.0,-2.5,4.116777990744232,0.0,2.0
424.0,-2.5,4.117273191364564,0.0,2.0
425.0,-2.5,4.117774915639592,0.0,2.0
426.0,-2.5,4.118284040604012,0.0,2.0
427.0,-2.5,4.118801048057358,0.0,2.0
428.0,-2.5,4.119326515995133,0.0,2.0
429.0,-2.5,4.119860399527127,0.0,2.0
430.0,-2.5,4.120403180460219,0.0,2.0
431.0,-2.5,4.120954562276548,0.0,2.0
432.0,-2.5,4.121514781148596,0.0,2.0
433.0,-2.5,4.122083516198534,0.0,2.0
434.0,-2.5,4.1226607942227185,0.0,2.0
435.0,-2.5,4.123246364371904,0.0,2.0
436.0,-2.5,4.123840020969835,0.0,2.0
437.0,-2.5,4.124441526266611,0.0,2.0
438.0,-2.5,4.125050951332003,0.0,2.0
439.0,-2.5,4.125667962076965,0.0,2.0
440.0,-2.5,4.126292367649658,0.0,2.0
441.0,-2.5,4.126924195444504,0.0,2.0
442.0,-2.5,4.127563200844878,0.0,2.0
443.0,-2.5,4.12820917027299,0.0,2.0
444.0,-2.5,4.128861945806709,0.0,2.0
445.0,-2.5,4.129521510767318,0.0,2.0
446.0,-2.5,4.130187710940636,0.0,2.0
447.0,-2.5,4.130860241429103,0.0,2.0
448.0,-2.5,4.131538785425746,0.0,2.0
449.0,-2.5,4.132223012474197,0.0,2.0
450.0,-2.5,4.1329137060465575,0.0,2.0
451.0,-2.5,4.1336100747288285,0.0,2.0
452.0,-2.5,4.134311816352641,0.0,2.0
453.0,-2.5,4.135018566209412,0.0,2.0
454.0,-2.5,4.135730402582563,0.0,2.0
455.0,-2.5,4.136447738344287,0.0,2.0
456.0,-2.5,4.137169913020526,0.0,2.0
457.0,-2.5,4.137896687838134,0.0,2.0
458.0,-2.5,4.13862779190947,0.0,2.0
459.0,-2.5,4.139363583911809,0.0,2.0
460.0,-2.5,4.140103858101116,0.0,2.0
461.0,-2.5,4.140848348950613,0.0,2.0
462.0,-2.5,4.1415969032465085,0.0,2.0
463.0,-2.5,4.142349392150335,0.0,2.0
464.0,-2.5,4.14310594336973,0.0,2.0
465.0,-2.5,4.143866307267678,0.0,2.0
